Order_No,Time from Pickup to Arrival
Order_No_2933,104.0
Order_No_27199,99.8
Order_No_15958,48.4
Order_No_5343,1864.4
Order_No_2453,407.3
Order_No_10868,1518.1
Order_No_1734,92.5
Order_No_26011,67.5
Order_No_14938,1245.2
Order_No_1360,1407.3
Order_No_22683,1156.2
Order_No_21343,193.9
Order_No_6425,2679.1
Order_No_24663,919.2
Order_No_27666,33.7
Order_No_14695,106.6
Order_No_2840,82.2
Order_No_7757,107.6
Order_No_3180,1814.8
Order_No_16968,1003.5
Order_No_28057,1397.1
Order_No_19542,527.2
Order_No_7484,176.1
Order_No_24142,1033.4
Order_No_10466,137.8
Order_No_21278,1657.1
Order_No_3434,1900.4
Order_No_12856,1533.4
Order_No_7930,1713.1
Order_No_8176,1423.1
Order_No_1252,516.1
Order_No_2897,1115.7
Order_No_24222,2869.8
Order_No_25399,2892.1
Order_No_652,1239.5
Order_No_25406,1796.8
Order_No_23761,1677.5
Order_No_17024,771.1
Order_No_8412,1589.7
Order_No_1232,1449.1
Order_No_16716,1917.4
Order_No_5819,2256.6
Order_No_2227,824.1
Order_No_11968,1133.1
Order_No_5992,2026.0
Order_No_157,1387.1
Order_No_15656,1005.9
Order_No_9733,1960.8
Order_No_23643,1173.0
Order_No_2690,1487.7
Order_No_21233,1793.9
Order_No_10977,2153.0
Order_No_15623,1458.6
Order_No_1677,1576.8
Order_No_24311,1925.8
Order_No_15253,1828.1
Order_No_26169,980.2
Order_No_15060,1042.5
Order_No_10169,2251.3
Order_No_20993,1728.0
Order_No_9956,2787.8
Order_No_22179,1831.6
Order_No_18508,999.0
Order_No_2919,556.5
Order_No_2679,1864.6
Order_No_8401,1307.3
Order_No_11207,1769.8
Order_No_7941,906.9
Order_No_12256,830.7
Order_No_8779,1641.0
Order_No_2170,1657.0
Order_No_264,1276.5
Order_No_10149,1764.1
Order_No_15744,2010.1
Order_No_3114,2608.5
Order_No_27369,544.5
Order_No_719,1552.1
Order_No_2491,928.3
Order_No_18934,1648.0
Order_No_23781,1663.6
Order_No_17972,1326.7
Order_No_13537,1745.1
Order_No_19880,1740.9
Order_No_27518,1984.6
Order_No_23528,1607.1
Order_No_13128,1945.2
Order_No_28107,2014.0
Order_No_18606,1338.2
Order_No_16874,1982.1
Order_No_22586,1989.1
Order_No_2169,1412.7
Order_No_25267,1053.2
Order_No_17367,2524.4
Order_No_1407,2138.5
Order_No_5605,2156.0
Order_No_866,2056.6
Order_No_257,1319.4
Order_No_26560,608.5
Order_No_8204,1811.9
Order_No_11007,1576.4
Order_No_1220,1223.3
Order_No_18088,1875.7
Order_No_6886,1155.8
Order_No_944,1230.2
Order_No_12284,1547.2
Order_No_14996,1431.6
Order_No_7562,624.6
Order_No_3154,593.0
Order_No_20114,1419.4
Order_No_9470,1299.6
Order_No_10717,2078.8
Order_No_10018,1943.8
Order_No_10428,1670.1
Order_No_3937,1620.9
Order_No_17241,2020.5
Order_No_23531,541.6
Order_No_4754,2028.5
Order_No_932,746.4
Order_No_26355,1229.4
Order_No_6155,1629.9
Order_No_26034,1838.9
Order_No_98,1263.2
Order_No_5177,1963.6
Order_No_8975,800.3
Order_No_22885,1329.8
Order_No_15858,2186.9
Order_No_26928,2010.1
Order_No_18318,852.9
Order_No_10391,2920.9
Order_No_4613,2558.0
Order_No_22539,1130.0
Order_No_6943,818.7
Order_No_5486,774.5
Order_No_14700,1027.8
Order_No_4698,1028.8
Order_No_15816,931.7
Order_No_22984,1697.6
Order_No_28243,1643.9
Order_No_6908,1396.1
Order_No_20441,1762.9
Order_No_22021,1918.5
Order_No_10240,1500.8
Order_No_17132,1863.9
Order_No_8719,1440.1
Order_No_10518,1459.6
Order_No_6765,2043.1
Order_No_430,1136.9
Order_No_17839,2449.9
Order_No_5773,1367.3
Order_No_10232,1600.2
Order_No_8078,2110.6
Order_No_5061,1552.7
Order_No_500,1394.4
Order_No_8967,1948.0
Order_No_14454,2271.3
Order_No_15927,1719.7
Order_No_3922,2580.0
Order_No_17954,1628.8
Order_No_1657,2012.1
Order_No_21259,1258.5
Order_No_2968,1829.6
Order_No_28033,553.1
Order_No_21622,683.2
Order_No_21290,688.9
Order_No_20973,614.8
Order_No_4071,540.8
Order_No_636,1647.4
Order_No_20451,1522.0
Order_No_7975,1465.7
Order_No_24419,1172.3
Order_No_23334,1824.7
Order_No_8680,1756.8
Order_No_2306,1303.2
Order_No_1147,1313.8
Order_No_6222,1668.9
Order_No_15611,1071.0
Order_No_8520,2042.5
Order_No_18237,1606.4
Order_No_923,1389.1
Order_No_5970,1453.6
Order_No_26611,2372.5
Order_No_10748,1823.2
Order_No_14694,1553.0
Order_No_770,699.1
Order_No_18197,2532.7
Order_No_9912,1684.7
Order_No_22717,1711.9
Order_No_18083,2152.3
Order_No_12583,1657.8
Order_No_22632,1635.5
Order_No_4880,1697.4
Order_No_12810,1681.8
Order_No_2063,2806.4
Order_No_9551,2410.6
Order_No_27011,1076.2
Order_No_20384,1674.0
Order_No_3763,1994.8
Order_No_3509,1309.1
Order_No_2022,1351.1
Order_No_13676,796.3
Order_No_9937,2643.7
Order_No_15654,1386.3
Order_No_14109,1452.5
Order_No_26186,2243.4
Order_No_21191,1663.9
Order_No_26286,2393.1
Order_No_604,1764.8
Order_No_992,1114.5
Order_No_7864,1315.2
Order_No_18376,1366.2
Order_No_5211,1561.1
Order_No_27555,1471.7
Order_No_422,1578.8
Order_No_23957,2129.4
Order_No_5160,1390.2
Order_No_26753,1703.5
Order_No_19,1128.5
Order_No_13259,586.7
Order_No_11590,1437.6
Order_No_11985,1064.9
Order_No_27926,2383.5
Order_No_13741,1183.7
Order_No_17511,1750.9
Order_No_26584,1729.0
Order_No_13445,508.9
Order_No_4913,1447.9
Order_No_21219,1345.5
Order_No_4408,1456.1
Order_No_9870,1437.3
Order_No_14238,743.8
Order_No_19546,1948.3
Order_No_26108,737.7
Order_No_26201,1856.6
Order_No_24974,1024.2
Order_No_9615,1131.6
Order_No_2834,2609.4
Order_No_15606,1465.1
Order_No_11003,1713.4
Order_No_22545,1623.9
Order_No_2406,1288.5
Order_No_17275,2217.5
Order_No_27554,1896.1
Order_No_23149,1414.3
Order_No_7487,1325.8
Order_No_10848,1394.6
Order_No_3046,1872.3
Order_No_9768,1885.1
Order_No_19617,1020.1
Order_No_18496,1788.6
Order_No_1603,1793.7
Order_No_20497,960.2
Order_No_5508,1684.7
Order_No_19842,1080.4
Order_No_20876,479.0
Order_No_21241,1476.3
Order_No_17953,1676.8
Order_No_10050,2112.9
Order_No_22194,661.4
Order_No_5648,703.1
Order_No_27900,1372.7
Order_No_746,1171.5
Order_No_3847,1527.0
Order_No_1598,1524.9
Order_No_22786,1859.4
Order_No_25276,2087.9
Order_No_13893,2030.7
Order_No_20758,1506.8
Order_No_19899,1973.0
Order_No_8677,1782.6
Order_No_5128,1800.3
Order_No_22829,554.5
Order_No_9985,1960.2
Order_No_8283,2282.1
Order_No_19025,1833.0
Order_No_11038,2206.6
Order_No_1035,1229.9
Order_No_19389,855.3
Order_No_16622,909.6
Order_No_21081,2051.2
Order_No_15231,2213.7
Order_No_4134,1858.5
Order_No_7657,3032.6
Order_No_27593,1577.3
Order_No_13743,1665.8
Order_No_20259,2567.2
Order_No_20812,1626.8
Order_No_1780,2472.5
Order_No_11349,1316.1
Order_No_22231,411.2
Order_No_21473,1393.4
Order_No_27152,1568.6
Order_No_22681,1332.0
Order_No_25761,2042.7
Order_No_6857,1332.6
Order_No_24918,2394.3
Order_No_22751,752.7
Order_No_12845,2162.9
Order_No_17648,1774.9
Order_No_24800,3286.5
Order_No_7691,1541.5
Order_No_22603,2354.6
Order_No_2216,2400.4
Order_No_25149,677.1
Order_No_27124,2264.3
Order_No_4179,859.5
Order_No_8437,2384.3
Order_No_11300,920.4
Order_No_13096,1312.0
Order_No_1970,1667.2
Order_No_26199,1534.2
Order_No_12045,1389.4
Order_No_1697,1460.9
Order_No_25833,2048.7
Order_No_7496,920.2
Order_No_15974,1536.5
Order_No_7795,1506.9
Order_No_4013,2125.2
Order_No_4713,928.8
Order_No_13495,2408.3
Order_No_22849,2001.9
Order_No_7987,1612.4
Order_No_12190,2486.9
Order_No_20042,1525.0
Order_No_6806,1717.9
Order_No_26633,1231.8
Order_No_15008,1646.7
Order_No_12960,2451.5
Order_No_19959,1322.7
Order_No_3209,1800.5
Order_No_23001,1483.6
Order_No_16257,1586.6
Order_No_4580,2167.7
Order_No_15284,851.6
Order_No_6601,1638.0
Order_No_24044,1284.9
Order_No_22559,1482.9
Order_No_24068,1885.7
Order_No_14519,1600.0
Order_No_3398,1967.0
Order_No_8523,2318.1
Order_No_19478,1713.3
Order_No_17187,1187.0
Order_No_26742,1198.8
Order_No_8015,2233.3
Order_No_1137,1302.7
Order_No_24167,1489.9
Order_No_795,2741.7
Order_No_9222,2027.1
Order_No_3754,2514.7
Order_No_9041,2055.3
Order_No_6463,954.6
Order_No_26555,1423.8
Order_No_3417,1726.7
Order_No_27049,1091.0
Order_No_9266,2010.6
Order_No_9614,2050.3
Order_No_25693,1956.3
Order_No_1316,1891.1
Order_No_25643,1926.2
Order_No_3133,1420.4
Order_No_127,1918.1
Order_No_6555,2500.7
Order_No_15220,2574.2
Order_No_7133,1651.6
Order_No_4825,1145.6
Order_No_27366,1041.3
Order_No_2518,631.6
Order_No_9022,2236.1
Order_No_1843,1437.5
Order_No_5958,1334.7
Order_No_7580,1732.9
Order_No_18310,1950.2
Order_No_11919,1065.2
Order_No_27726,1050.6
Order_No_14941,1354.6
Order_No_8286,1169.4
Order_No_549,1107.0
Order_No_740,628.0
Order_No_19288,1324.4
Order_No_10012,1482.5
Order_No_793,1360.2
Order_No_11383,2173.2
Order_No_24806,1372.1
Order_No_19100,2556.0
Order_No_8701,1523.1
Order_No_12416,1756.9
Order_No_25769,2139.2
Order_No_27411,1856.0
Order_No_25715,1663.3
Order_No_16445,2591.1
Order_No_241,2451.5
Order_No_2844,1190.1
Order_No_16956,2163.3
Order_No_1158,1256.5
Order_No_9928,2004.8
Order_No_13231,1226.0
Order_No_4195,1648.1
Order_No_4712,1332.7
Order_No_16210,1685.1
Order_No_1247,528.6
Order_No_14515,1511.5
Order_No_3568,1325.7
Order_No_226,2083.8
Order_No_23818,1181.6
Order_No_10479,1229.6
Order_No_19763,1373.4
Order_No_6505,1298.5
Order_No_18491,743.0
Order_No_23272,1861.9
Order_No_19623,1921.4
Order_No_1594,2186.8
Order_No_16664,1205.0
Order_No_16251,1604.3
Order_No_23679,954.9
Order_No_17431,2748.2
Order_No_7651,1645.8
Order_No_5041,2385.5
Order_No_1154,2431.1
Order_No_4612,1862.7
Order_No_20096,1902.0
Order_No_2752,1171.3
Order_No_2149,1583.1
Order_No_6783,1912.9
Order_No_15749,1116.4
Order_No_21425,2052.6
Order_No_20091,1511.9
Order_No_21776,1571.8
Order_No_20979,739.6
Order_No_2734,2159.0
Order_No_18658,1070.9
Order_No_4237,1350.0
Order_No_1467,972.4
Order_No_22601,2438.4
Order_No_23381,1446.7
Order_No_24986,2596.6
Order_No_2024,845.7
Order_No_23431,1595.9
Order_No_9805,2701.5
Order_No_24307,1125.5
Order_No_18028,761.4
Order_No_8422,2436.6
Order_No_15766,1438.2
Order_No_12299,1660.3
Order_No_11789,2146.0
Order_No_4724,1696.0
Order_No_4605,1559.3
Order_No_25181,1380.1
Order_No_4878,1352.9
Order_No_11186,1087.1
Order_No_15725,1408.2
Order_No_6257,1433.6
Order_No_3554,2271.2
Order_No_2253,1185.8
Order_No_11941,1025.0
Order_No_15148,1462.3
Order_No_10767,708.3
Order_No_20567,1456.5
Order_No_14,2268.8
Order_No_13804,1857.7
Order_No_11384,1578.3
Order_No_8519,1011.3
Order_No_12484,2266.1
Order_No_22268,720.4
Order_No_14555,1517.6
Order_No_22933,1186.0
Order_No_6677,1630.7
Order_No_5121,931.2
Order_No_15557,1381.1
Order_No_6759,1419.1
Order_No_8734,2272.8
Order_No_19072,2483.5
Order_No_3852,1928.5
Order_No_271,1277.5
Order_No_11010,1071.7
Order_No_13814,2056.8
Order_No_7965,1324.7
Order_No_23539,2802.0
Order_No_20086,951.5
Order_No_1115,998.9
Order_No_10660,1534.3
Order_No_20407,1174.9
Order_No_21179,798.5
Order_No_4254,2339.5
Order_No_6459,2442.4
Order_No_17421,1895.9
Order_No_24782,1355.6
Order_No_4122,1259.2
Order_No_14565,1569.9
Order_No_9456,1184.5
Order_No_25174,412.1
Order_No_26562,2875.0
Order_No_5941,2195.9
Order_No_917,2647.1
Order_No_10798,1153.1
Order_No_10477,1664.2
Order_No_27484,1253.9
Order_No_129,1862.8
Order_No_4213,1196.5
Order_No_4286,1863.5
Order_No_17786,555.0
Order_No_24177,1980.2
Order_No_3329,319.9
Order_No_11427,1112.1
Order_No_16670,2273.2
Order_No_12148,1612.3
Order_No_2553,450.6
Order_No_26620,1512.8
Order_No_16951,1819.4
Order_No_17925,2183.3
Order_No_26663,2343.2
Order_No_18097,1431.9
Order_No_16923,1497.7
Order_No_4282,601.2
Order_No_27807,1651.2
Order_No_1940,1608.8
Order_No_1969,1623.5
Order_No_9343,1672.8
Order_No_9828,1932.6
Order_No_19011,2170.8
Order_No_27410,922.5
Order_No_5687,1721.0
Order_No_17316,2466.4
Order_No_24039,1778.7
Order_No_26609,1000.8
Order_No_14150,1413.8
Order_No_28252,1816.5
Order_No_15590,1608.6
Order_No_11312,1196.1
Order_No_17640,847.2
Order_No_5488,1847.6
Order_No_14797,1610.7
Order_No_12229,607.9
Order_No_8139,1352.0
Order_No_26780,1786.1
Order_No_13192,1262.9
Order_No_209,1766.5
Order_No_5007,2254.0
Order_No_12310,1805.6
Order_No_25770,1824.8
Order_No_25430,1569.4
Order_No_20554,2579.2
Order_No_16425,1744.5
Order_No_19715,1461.8
Order_No_8793,1712.1
Order_No_2336,1330.2
Order_No_21874,1903.9
Order_No_5393,1732.7
Order_No_18543,1143.1
Order_No_15876,1247.4
Order_No_18825,1976.4
Order_No_23711,2934.8
Order_No_20919,1427.1
Order_No_2355,1721.0
Order_No_18298,1187.9
Order_No_14643,1814.2
Order_No_8825,1321.3
Order_No_10682,2803.2
Order_No_3250,1171.9
Order_No_14601,2205.4
Order_No_25178,1480.3
Order_No_6802,2987.9
Order_No_8211,2385.0
Order_No_21061,1432.6
Order_No_25386,906.4
Order_No_5576,1001.0
Order_No_26885,1415.7
Order_No_3948,868.8
Order_No_21615,1126.9
Order_No_26627,2717.4
Order_No_5252,801.5
Order_No_12446,1281.0
Order_No_3628,2846.8
Order_No_3335,1369.0
Order_No_17725,1842.1
Order_No_26340,1173.9
Order_No_16018,1726.5
Order_No_21213,971.7
Order_No_25339,1244.8
Order_No_7935,2139.9
Order_No_575,2621.7
Order_No_23816,1432.9
Order_No_10900,1778.3
Order_No_26274,1928.6
Order_No_24256,2541.8
Order_No_19472,1464.0
Order_No_23866,1532.6
Order_No_22068,1580.3
Order_No_24709,1359.7
Order_No_9210,1106.5
Order_No_1434,1258.3
Order_No_2166,1030.7
Order_No_848,2041.2
Order_No_137,1893.2
Order_No_315,1411.4
Order_No_12063,710.1
Order_No_9468,2032.9
Order_No_14429,1689.6
Order_No_5467,1727.5
Order_No_11400,2971.4
Order_No_12911,1821.3
Order_No_7819,1447.7
Order_No_20842,1227.1
Order_No_16509,1021.0
Order_No_6178,1968.6
Order_No_1004,1228.4
Order_No_17564,1008.7
Order_No_16564,1034.6
Order_No_22489,1371.7
Order_No_7622,1588.5
Order_No_23096,1285.3
Order_No_11629,1621.3
Order_No_25861,1560.2
Order_No_17601,991.5
Order_No_22089,1353.0
Order_No_14350,2651.4
Order_No_2594,1350.8
Order_No_5593,2638.5
Order_No_17712,1381.7
Order_No_11760,1516.2
Order_No_11206,1405.6
Order_No_1482,1317.4
Order_No_24933,2607.9
Order_No_10216,1157.3
Order_No_3917,2386.1
Order_No_28189,1365.6
Order_No_5031,2566.2
Order_No_19520,2293.2
Order_No_2898,1917.0
Order_No_15424,2244.8
Order_No_20255,1391.6
Order_No_1675,1487.9
Order_No_11462,1880.4
Order_No_20361,1632.5
Order_No_18557,1619.5
Order_No_21344,1285.2
Order_No_24835,1413.1
Order_No_2718,1079.8
Order_No_16965,1955.4
Order_No_1837,1310.7
Order_No_3755,580.8
Order_No_5712,1281.2
Order_No_18465,901.7
Order_No_1723,1757.1
Order_No_21795,2317.2
Order_No_27129,969.9
Order_No_23617,2207.7
Order_No_2711,1990.5
Order_No_19525,2028.6
Order_No_19810,601.5
Order_No_12356,1379.6
Order_No_21467,1562.2
Order_No_6972,1642.0
Order_No_21915,1019.0
Order_No_14794,1924.6
Order_No_17617,1754.6
Order_No_16636,1699.6
Order_No_22797,1574.8
Order_No_27648,1222.6
Order_No_15093,2145.8
Order_No_3756,1249.9
Order_No_2485,2719.0
Order_No_24829,2386.2
Order_No_10679,1032.4
Order_No_25675,1426.4
Order_No_14572,1944.0
Order_No_17714,2062.7
Order_No_24329,1387.9
Order_No_12495,1888.3
Order_No_23033,1627.1
Order_No_28068,2235.6
Order_No_21015,951.3
Order_No_15215,943.4
Order_No_24322,792.2
Order_No_23835,1471.1
Order_No_11671,1419.1
Order_No_6552,1820.7
Order_No_18241,922.1
Order_No_25432,2265.5
Order_No_4221,1247.8
Order_No_4787,1098.7
Order_No_19245,1520.2
Order_No_204,2191.7
Order_No_25589,1522.0
Order_No_13936,679.5
Order_No_3971,1570.6
Order_No_3170,1060.0
Order_No_16014,2228.7
Order_No_6768,1880.3
Order_No_24862,1631.7
Order_No_22562,1529.3
Order_No_12432,480.4
Order_No_8941,1276.0
Order_No_25360,1341.5
Order_No_28008,1275.8
Order_No_20432,1186.1
Order_No_2741,1143.2
Order_No_18600,1189.7
Order_No_16525,1887.6
Order_No_25182,764.1
Order_No_10193,1182.5
Order_No_7413,1065.1
Order_No_979,1189.9
Order_No_8248,816.3
Order_No_21394,1444.6
Order_No_5213,1296.5
Order_No_13171,994.3
Order_No_24917,1646.7
Order_No_16559,1525.2
Order_No_6672,1662.5
Order_No_22936,1966.0
Order_No_22117,1509.4
Order_No_11296,1021.0
Order_No_804,1317.7
Order_No_6625,1571.6
Order_No_27922,1658.2
Order_No_22323,1903.5
Order_No_27305,1253.1
Order_No_12360,1194.5
Order_No_12342,727.9
Order_No_20022,1543.3
Order_No_12530,1968.2
Order_No_15961,1244.9
Order_No_10095,1736.0
Order_No_15989,1570.4
Order_No_2713,1470.4
Order_No_25427,763.6
Order_No_4153,1156.1
Order_No_9471,1283.3
Order_No_11454,1650.9
Order_No_9220,1580.6
Order_No_12485,1864.3
Order_No_1622,1654.0
Order_No_17333,977.8
Order_No_26238,953.5
Order_No_13035,1168.0
Order_No_19587,668.3
Order_No_6757,1709.1
Order_No_26537,1444.7
Order_No_9134,2049.3
Order_No_17134,1395.5
Order_No_7863,984.0
Order_No_19537,877.8
Order_No_26487,1682.8
Order_No_10398,1377.3
Order_No_12912,1521.0
Order_No_22897,1610.2
Order_No_21917,1537.0
Order_No_13493,1528.8
Order_No_24755,1722.9
Order_No_20705,1095.7
Order_No_4742,1234.0
Order_No_27058,1069.0
Order_No_11845,1966.9
Order_No_14039,1329.0
Order_No_27063,1328.0
Order_No_11721,2624.4
Order_No_13901,1785.1
Order_No_7187,1414.5
Order_No_20622,897.4
Order_No_22036,877.8
Order_No_22663,2689.7
Order_No_14490,1298.5
Order_No_27705,1417.3
Order_No_15235,3121.0
Order_No_5369,819.2
Order_No_6066,947.7
Order_No_18856,1253.9
Order_No_18709,600.6
Order_No_14458,595.0
Order_No_14489,830.5
Order_No_4582,1086.3
Order_No_23990,2746.3
Order_No_22256,926.3
Order_No_9340,2545.3
Order_No_18699,3292.2
Order_No_23938,2517.6
Order_No_23827,1622.7
Order_No_9212,2300.8
Order_No_19099,1630.4
Order_No_23592,1425.0
Order_No_18107,1090.2
Order_No_3453,959.1
Order_No_7370,1314.1
Order_No_8134,1343.4
Order_No_22286,1516.3
Order_No_28219,1634.2
Order_No_16012,1123.1
Order_No_23805,620.4
Order_No_25870,1306.6
Order_No_13553,1829.6
Order_No_24079,1414.1
Order_No_11269,1355.6
Order_No_16136,2194.1
Order_No_26532,1165.8
Order_No_4235,1362.2
Order_No_8080,1163.0
Order_No_26333,2102.0
Order_No_21737,2740.7
Order_No_13149,1505.6
Order_No_26987,2095.0
Order_No_8058,2321.1
Order_No_12107,1172.8
Order_No_23329,773.5
Order_No_26975,1894.6
Order_No_1753,752.4
Order_No_24166,1476.1
Order_No_19972,636.1
Order_No_11773,2039.3
Order_No_22219,1398.3
Order_No_5755,1555.4
Order_No_18090,1271.6
Order_No_9086,1877.8
Order_No_1098,1296.1
Order_No_685,461.1
Order_No_20304,2078.4
Order_No_5580,1400.2
Order_No_6737,2446.5
Order_No_25652,1782.6
Order_No_27257,1694.7
Order_No_27831,2210.5
Order_No_11833,3172.9
Order_No_17001,2657.7
Order_No_11810,359.1
Order_No_24652,625.3
Order_No_7453,2862.8
Order_No_20727,1553.5
Order_No_19824,1952.6
Order_No_7639,784.5
Order_No_399,1470.0
Order_No_10319,3046.9
Order_No_1490,1566.3
Order_No_15474,1473.3
Order_No_23014,1797.7
Order_No_10973,1291.4
Order_No_4609,784.9
Order_No_25337,948.9
Order_No_4864,2321.0
Order_No_7583,1842.6
Order_No_26624,1895.7
Order_No_26354,1489.3
Order_No_14213,1703.0
Order_No_21982,1075.6
Order_No_25521,1504.8
Order_No_22709,1522.6
Order_No_18064,1047.7
Order_No_8311,1375.4
Order_No_21074,1392.9
Order_No_6267,2462.8
Order_No_28075,2145.8
Order_No_25674,1458.8
Order_No_298,1298.6
Order_No_12062,1067.8
Order_No_19967,1806.0
Order_No_10697,1000.1
Order_No_24993,1525.8
Order_No_7887,1198.5
Order_No_23644,1125.9
Order_No_15411,1454.2
Order_No_24396,1044.4
Order_No_14364,2351.3
Order_No_22016,1480.3
Order_No_5014,221.6
Order_No_10341,149.6
Order_No_2344,468.4
Order_No_135,197.7
Order_No_23589,315.0
Order_No_1443,284.6
Order_No_26761,60.2
Order_No_14050,672.0
Order_No_18710,673.2
Order_No_2248,1016.2
Order_No_15712,504.5
Order_No_28255,1294.6
Order_No_8856,97.8
Order_No_3305,177.3
Order_No_11360,1762.3
Order_No_8531,289.5
Order_No_6158,343.8
Order_No_27602,2710.0
Order_No_24041,1482.5
Order_No_40,593.5
Order_No_6191,2246.3
Order_No_9029,1355.7
Order_No_2029,1677.5
Order_No_12477,1604.6
Order_No_3559,1506.9
Order_No_27853,2746.2
Order_No_1735,2800.7
Order_No_9746,959.2
Order_No_16696,1817.9
Order_No_342,2366.5
Order_No_180,2331.8
Order_No_16209,2407.1
Order_No_270,1375.0
Order_No_6645,1637.3
Order_No_22276,3021.6
Order_No_1908,1719.8
Order_No_323,1322.1
Order_No_9675,405.1
Order_No_26181,2069.8
Order_No_1633,800.1
Order_No_2683,1517.3
Order_No_3768,1251.8
Order_No_931,1051.8
Order_No_22579,1470.2
Order_No_1647,833.0
Order_No_21743,2165.5
Order_No_12272,843.9
Order_No_5942,1363.9
Order_No_14594,722.0
Order_No_23524,2285.2
Order_No_5495,1130.5
Order_No_11062,1639.9
Order_No_20453,1197.3
Order_No_9771,1874.1
Order_No_11840,1640.6
Order_No_10563,1770.8
Order_No_23322,1342.8
Order_No_20901,1589.0
Order_No_637,506.4
Order_No_23825,1126.6
Order_No_9557,1878.3
Order_No_19261,687.4
Order_No_9160,1035.1
Order_No_4780,1143.9
Order_No_24959,1555.5
Order_No_4872,1883.5
Order_No_3710,1572.8
Order_No_8675,1439.5
Order_No_2657,1353.7
Order_No_11962,2293.3
Order_No_3808,1738.7
Order_No_18713,844.8
Order_No_12140,1871.1
Order_No_17103,1350.8
Order_No_7739,1619.0
Order_No_23698,1639.1
Order_No_20297,1139.8
Order_No_27942,1221.7
Order_No_7479,1738.8
Order_No_10671,1903.3
Order_No_7501,1320.9
Order_No_6464,1441.9
Order_No_11981,1656.0
Order_No_28187,1276.9
Order_No_18936,1942.2
Order_No_21154,1521.9
Order_No_23523,1981.8
Order_No_20406,1259.8
Order_No_23896,2333.8
Order_No_78,1687.0
Order_No_2292,592.7
Order_No_14221,1698.8
Order_No_17710,1631.6
Order_No_8374,1729.6
Order_No_25818,2585.6
Order_No_18556,2678.5
Order_No_26935,2118.0
Order_No_28050,1226.5
Order_No_5535,2163.4
Order_No_8726,1116.5
Order_No_18804,2171.0
Order_No_19589,1258.0
Order_No_12177,951.1
Order_No_3542,596.7
Order_No_24374,1289.1
Order_No_5450,2169.0
Order_No_12745,1714.5
Order_No_11999,597.9
Order_No_24105,545.3
Order_No_8988,686.6
Order_No_11692,606.5
Order_No_16469,2665.4
Order_No_17943,2087.6
Order_No_13634,1450.7
Order_No_1200,2325.5
Order_No_7871,2917.5
Order_No_13187,870.2
Order_No_2317,2512.5
Order_No_18848,2386.5
Order_No_21175,2310.9
Order_No_233,1482.2
Order_No_5028,2734.7
Order_No_21832,2315.5
Order_No_27651,2113.9
Order_No_13788,1509.2
Order_No_2325,864.0
Order_No_15959,2567.7
Order_No_16106,1510.6
Order_No_2045,2068.0
Order_No_16794,2337.0
Order_No_13569,2408.2
Order_No_12638,1841.2
Order_No_25946,2137.1
Order_No_74,2167.1
Order_No_4646,1924.5
Order_No_16098,993.8
Order_No_7035,3060.9
Order_No_19910,2028.4
Order_No_15514,1752.2
Order_No_5062,1850.4
Order_No_1198,1555.9
Order_No_21158,1565.3
Order_No_19140,1038.4
Order_No_10096,2180.5
Order_No_25197,547.4
Order_No_23298,1401.5
Order_No_17639,1809.9
Order_No_19912,2928.5
Order_No_1499,578.9
Order_No_15290,2299.0
Order_No_10788,2441.1
Order_No_24495,1515.5
Order_No_11341,2391.3
Order_No_14505,2563.3
Order_No_20994,2421.3
Order_No_6040,1345.3
Order_No_23162,1815.8
Order_No_4422,1357.7
Order_No_19007,1019.0
Order_No_27204,1071.2
Order_No_1174,852.5
Order_No_1508,1125.5
Order_No_27690,1108.1
Order_No_1325,1427.9
Order_No_15929,1507.1
Order_No_19938,1622.3
Order_No_25835,1168.3
Order_No_1527,897.1
Order_No_22608,1100.3
Order_No_22596,741.1
Order_No_860,2311.6
Order_No_1501,2380.7
Order_No_23518,2376.7
Order_No_9155,1990.5
Order_No_3219,2493.8
Order_No_9480,1967.5
Order_No_11938,597.9
Order_No_2526,715.1
Order_No_27503,2516.3
Order_No_13777,2070.7
Order_No_8296,1876.6
Order_No_20272,1072.9
Order_No_20320,1124.6
Order_No_19433,372.6
Order_No_15020,639.5
Order_No_16930,2409.4
Order_No_1013,1882.5
Order_No_3427,1704.0
Order_No_20206,2636.3
Order_No_23126,558.0
Order_No_2794,1439.5
Order_No_22685,2193.2
Order_No_61,2499.3
Order_No_8803,1191.2
Order_No_4048,1565.1
Order_No_11487,1736.4
Order_No_20515,1863.2
Order_No_13522,889.6
Order_No_5331,769.8
Order_No_6377,416.8
Order_No_10075,1326.8
Order_No_18248,1603.8
Order_No_6299,2379.0
Order_No_18795,3326.9
Order_No_20260,481.7
Order_No_12233,693.5
Order_No_7271,1936.1
Order_No_5740,1449.4
Order_No_22794,999.7
Order_No_25210,1208.4
Order_No_3866,1777.1
Order_No_19314,1227.2
Order_No_21698,1142.1
Order_No_6775,2602.2
Order_No_5132,2429.8
Order_No_15372,2437.9
Order_No_2342,1949.3
Order_No_1728,525.7
Order_No_14866,2184.0
Order_No_1750,682.6
Order_No_9732,1661.4
Order_No_14349,2113.0
Order_No_13972,2190.8
Order_No_26936,2818.5
Order_No_1405,1586.0
Order_No_23380,2193.1
Order_No_16021,2241.5
Order_No_4893,2396.1
Order_No_24648,1936.9
Order_No_23408,1529.4
Order_No_6122,1284.7
Order_No_18974,2686.2
